1,2,3,4,5,6,7,8,9,10
[N:1]-[C:2]>>[N:1].O-B(-O)-[C:2]_10_00_00,[N:1]-[C:3]-[N:2]>>[N:1].C-[Si](-C)(-C)-[N:2]=[C:3]_1-20_000_000,[C:1]-[C:2]-[O:3]>>Br-[Mg]-[C:1].[C:2]=[O:3]_00-1_000_000,[N:2]-[C:3]-[C:4]-[c:1]>>[c:1].[N:2].C-O-[C:3]-[C:4]_1101_0000_0000,,[O:1]>>C-O-C-[O:1]_-1_0_0,[C:1]-[N:2]>>[C:1]=[N:2]_-1-1_00_00,,[N:1]-[C:2]>>[N:1].C-C-O-[C:2]_20_10_00,
[c:1]-[Sn:2]>>[c:1].Cl-[Sn:2]_10_00_00,[N:1]-[C:2]>>[N:1].C-C(-C)(-C)-O-[C:2]_10_00_00,[C:1]-[c:2]>>Cl-[C:1].C-[Si](-C)(-C)-[c:2]_00_00_00,[c:2]:[n:4]:[c:3]:[n:1]>>[N:1].O-[C:2].O=[C:3]-[N:4]_2001_0000_0000,,[n:1]>>[n:1]-C1-C-C-C-C-O-1_-1_0_0,[C:1]=[C:2]>>[C:1]#[C:2]_-1-1_00_00,,[C:1]>>Br-[C:1]_-1_0_2,
[S:1]-[C:2]>>[S:1].Cl-[C:2]_10_00_00,[N:1]-[C:2]>>[N:1].C-C(-Cl)-O-[C:2]_10_00_00,[C:1]-[c:2]>>Br-[C:1].C-C1(-C)-C-O-B(-[c:2])-O-C-1_00_00_00,[C:1]1-[C:2]-[O:3]-1>>C-[S+](-C)-[C:1].[C:2]=[O:3]_100_000_000,,[O:1]>>C-C(-C)(-C)-[Si](-C)(-C)-[O:1]_-1_0_0,[N:4]-[C:3]-[C:2]=[C:1]>>[c:1]:[c:2]:[c:3]:[n:4]_00-1-1_0000_0000,,[B:1]-[c:2]>>C-C1(-C)-O-B(-[B:1])-O-C-1(-C)-C.F-C(-F)(-F)-S(=O)(=O)-O-[c:2]_00_00_00,
[S:1]-[c:2]>>[S:1].Cl-[c:2]_10_00_00,[N:1]-[C:2]>>[N:1].C-C-C-C-C-C(=O)-O-[C:2]_10_00_00,[c:1]-[C:2]>>Br-[c:1].C-C-C-C-[Sn](-[C:2])(-C-C-C-C)-C-C-C-C_00_00_00,[c:1]1:[c:2]:[o:3]:[n:4]:[c:5]:1>>[C:1]#[C:2].[O:3]-[N:4]=[C:5]_00101_00000_00000,,[O:1]>>C-C(-C)-C(-C)(-C)-[Si](-C)(-C)-[O:1]_-1_0_0,[O:1]>>O-C(=O)/C=C/C=C/C=C/C=C/C(=O)-[O:1]_-1_0_0,,[N:1]-[C:2]>>[N:1].C-O-[C:2]_20_10_00,
[O:1]-[c:2]>>[O:1].Cl-[c:2]_10_00_00,[N:1]-[C:2]>>[N:1].C-O-[C:2]_10_00_00,[c:1]-[C:2]-[O:3]>>Br-[Mg]-[c:1].[C:2]=[O:3]_00-1_000_000,[c:2]:[c:4]:[c:3]:[n:1]>>[N:1].O=[C:2].O=[C:3]-[C:4]_2002_0000_0000,,[n:1]>>O=C(-[n:1])-c1:c:c:c:c:c:1_-1_0_0,[O:1]>>O=C(-[O:1])-c1:c:c:c(-[N+](=O)-[O-]):c:c:1_-1_0_0,,[C:1]>>Br-[C:1]_-1_0_0,
[N:1]-[C:2]>>[N:1].O-[C:2]_10_00_00,[O:1]-[C:2]>>[O:1].O-[C:2]_10_00_02,[C:1]-[C:2]-[O:3]>>I-[C:1].[C:2]=[O:3]_00-1_000_000,[C:2]-[N:1]-[C:3]>>[N:1].I-[C:2].I-[C:3]_200_000_000,,,[O:1]>>C-C(-C)-C(=O)-[O:1]_-1_0_0,,[N:1]-[C:2]>>[N:1].C-C(-C)(-C)-O-[C:2]_20_10_00,
[O:1]-[c:2]>>[O:1].Cl-[c:2]_00_-10_00,[N:1]-[C:2]>>[N:1].[C:2]-O-C-c1:c:c:c:c:c:1_10_00_00,[C:1]-[C:2]>>Br-[C:1].C-N(-C)-[C:2]_00_00_00,[c:1]1:[n:3]:[n:4]:[n:5]:[n:2]:1>>[C:1]#[N:2].[N:3]=[N:4]=[N:5]_00-100_00-11-1_00000,,,[N:1]>>O=[N:1]-[O-]_-2_1_0,,[C:1]-[c:2]>>[C:1].Br-[c:2]_00_-10_00,
[S:1]-[c:2]>>[S:1].Br-[c:2]_00_-10_00,[O:1]-[S:2]>>[O:1].Cl-[S:2]_10_00_00,[N:2]-[C:3]-[c:1]>>[c:1].[N:2].O=[C:3]_110_000_000,[O:1]-[C:3]-[c:2]>>[O:1].[c:2].O=[C:3]_110_000_000,,,[C:1].[C:2]=[C:3]>>O=[c:1].[c:2]:[c:3]_-200_000_000,,[O:1]>>C-S(=O)(=O)-[O:1]_-1_0_0,
[O:1]-[c:2]>>[O:1].I-[c:2]_10_00_00,[O:1]-[C:2]>>[O:1].F-[C:2]_10_00_00,[c:1]-[c:2]>>Br-[c:1].C-C1(-C)-C-O-B(-[c:2])-O-C-1_00_00_00,[C:1]1-[C:2]-[O:3]-1>>[C:1]=[C:2].Cl-c1:c:c:c:c(-C(=O)-O-[O:3]):c:1_001_000_000,,,[C:1]1-[C:2]-[C:3]-[N:4]-[C:5]-[C:6]-1>>[c:1]1:[c:2]:[c:3]:[n:4]:[c:5]:[c:6]:1_-1-1-1-1-1-1_000000_000000,,[N:1]>>[N-]=[N+]=[N:1]_-2_0_0,
[S:1]-[C:2]>>[S:1].Br-[C:2]_10_00_01,[c:4]:[c:3]:[c:2]:[n:1]>>[N:1].C-C-O-[C:2]/[C:3]=[C:4]_1000_0000_0000,[C:1]-[c:2]>>C-C1(-C)-O-B(-[C:1])-O-C-1(-C)-C.F-C(-F)(-F)-S(=O)(=O)-O-[c:2]_00_00_00,[c:1]1:[c:2]:[n:3]:[n:4]:[n:5]:1>>[C:1]#[C:2].[N:3]=[N:4]=[N:5]_0000-1_00-11-1_00000,,,[C:1]-[C:2]>>[c:1]:[c:2]_-1-1_00_00,,[N:1]-[C:2]=[N:3]>>[N:1].[C:2]#[N:3]_10-1_000_000,
[S:1]-[C:2]>>[S:1].Br-[C:2]_00_-10_00,[N:1]-[C:2]>>[N:1].Cl-C(-F)(-F)-C(=O)-O-[C:2]_10_00_00,[C:1]-[c:2]>>Cl-[C:1].I-[Zn]-[c:2]_00_00_00,[c:1]1:[n:2]:[n:5]:[n:4]:[n:3]:1>>[C:1]#[N:2].C-[Si](-C)(-C)-[N:3]=[N:4]=[N:5]_00-100_0001-1_00000,,,[C:1]-[C:2]-[C:3]=[N:4]>>[c:1]:[c:2]:[c:3]:[n:4]_-1-100_0000_0000,,[C:1]>>C=C-C-O-C(=O)-[C:1]_-1_0_0,
[Sn:1]-[c:2]>>Cl-[Sn:1].I-[c:2]_00_00_00,[N:1]-[C:2]>>[N:1].[C:2]-[O-]_10_00_00,[C:1]=[C:2]>>O=[C:1].C-C-O-P(=O)(-[C:2])-O-C-C_01_00_00,[c:2]:[c:3]:[c:4]:[n:1]>>[N:1].Br-[c:2].[C:3]#[C:4]_1000_0000_0000,,,[O:1]>>C-C-C-C-C-C-C-C-C-C-C-C-C-C-C-C(=O)-[O:1]_-1_0_0,,[c:1]>>O-[c:1]_-1_0_0,
[N:1]-[C:2]>>[N:1].O-[C:2]_10_00_02,[N:1]-[C:2]>>[N:1].C-C-C-C-O-[C:2]_10_00_00,[c:1]-[C:2]>>I-[c:1].C-C-C-C-[Sn](-[C:2])(-C-C-C-C)-C-C-C-C_00_00_00,[c:2]:[c:3]:[n:1]>>[N:1].[C:2]#[C:3]_1-10_000_000,,,[C:1]-[O:2]>>C-C-O-[C:1]=[O:2]_-2-1_00_00,,[C:1]>>C-C(-C)(-C)-O-C(=O)-[C:1]_-1_0_2,
[c:1]-[S:3]=[O:2]>>I-[c:1].[O:2]-[S:3]_000_0-10_000,[N:1]-[C:2]>>[N:1].O=[N+](-[O-])-c1:c:c:c(-C-O-[C:2]):c:c:1_10_00_00,[c:1]-[c:2]>>I-[c:1].O-B(-O)-[c:2]_00_00_00,[c:2]:[c:3]:[c:4]:[n:1]>>[N:1].I-[c:2].[C:3]#[C:4]_1000_0000_0000,,,[C:1]-[O:2]>>C-C-O-C(=O)-O-[C:1]=[O:2]_-2-1_00_00,,[N:1]-[c:2]>>[N:1].Cl-[c:2]_10_00_00,
[N:1]-[C:2]>>[N:1].C-S(=O)(=O)-O-[C:2]_00_-10_01,[N:1]-[C:2]>>[N:1].C-C(-C)-C-O-[C:2]_10_00_00,[C:4]1-[C:3]-[C:1]-[C:2]-[C:6]-[C:5]=1>>[C:1]=[C:2].[C:3]=[C:4]-[C:5]=[C:6]_000000_000000_000000,[c:2]:[s:3]:[n:1]>>[N:1].[C:2]=[S:3]_200_000_000,,,[O:1]>>C-C(=O)-O-[C@H](-C(=O)-[O:1])-c1:c:c:c:c:c:1_-1_0_0,,[O:1].[O:2]>>C-C(-C)(-[O:1])-C(-C)(-C)-[O:2]_-1-1_00_00,
[c:1]:[n:3]:[c:2]>>Cl-[c:1].[C:2]=[N:3]_001_000_000,[N:1]-[C:2]>>[N:1].C-O-N=C(-C(=O)-O-[C:2])-c1:c:s:c(-N-C(-c2:c:c:c:c:c:2)(-c2:c:c:c:c:c:2)-c2:c:c:c:c:c:2):n:1_10_00_00,[C:1]1-[C:2]-[C:3]-[C:4]=[C:5]-[C:6]-1>>[C:1]=[C:2].[C:3]=[C:4]-[C:5]=[C:6]_000000_000000_000000,[n:1]:[c:3]:[n:2]>>[N:1].[N:2].O=[C:3]_211_000_000,,,,,[C:1]-[Cl:2]>>O-[C:1].Cl-C(-Cl)(-Cl)-[Cl:2]_00_00_20,
[c:1]-[S:3]=[O:2]>>Cl-[c:1].[O:2]-[S:3]_010_000_000,[N:1]-[C:2]>>[N:1].C=C1-C-N-C(-O-[C:2])-O-1_10_00_00,[c:1]-[C:2]>>I-[c:1].C-O-N(-C)-[C:2]_00_00_00,[n:1]:[c:3]:[n:2]>>[N:1].[N:2].O-[C:3]=O_120_000_000,,,,,[P:1]>>Cl-[P:1]_-1_0_0,
[C:1]-[P:3]=[O:2]>>Cl-[C:1].C-C-[O:2]-[P:3]_000_000_000,[C:2]-[C:8]-[C:10]1-[C:7]-[C:9]-[C:5](-[C:4])-[C:6]-[C:3]-1-[N:11]-[C:1]>>Cl-[C:1].[C:2]-[C:3](-[C:4])-[C:5]1-[C:6]-[C:7]-[C:8]-[C:9]-[C:10]-1-[N:11]_00000000001_00000000000_00000000000,[c:1]-[C:2]>>Br-[c:1].I-[C:2]_00_00_00,[c:1]:[n:3]:[n:4]:[c:2]>>Cl-[c:1].O=[C:2].[N:3]-[N:4]_0012_0000_0000,,,,,[c:1]>>Br-[c:1]_-1_0_0,
[c:1]:[n:2]:[n:3]:[c:4]>>F-[c:1].[N:2]-[N:3]=[C:4]_0100_0000_0000,[N:1]-[C:2]>>[N:1].C-C-C-C-C-C-C-C-C(=O)-O-[C:2]_10_00_00,[C:1]-[C:2]>>[C:1]-[Mg+].Br-[C:2]_00_00_00,[c:1]1:[c:2]:[n:3]:[n:4]:[n:5]:1>>[C:1]#[C:2].[N:3]=[N:4]=[N:5]_00000_00-110_00000,,,,,[N:1]-[c:2]>>[N:1].F-[c:2]_10_00_00,
[S:1]-[C:2]>>[S:1].Cl-[C:2]_00_-10_00,[N:1]-[C:2]>>[N:1].Cl-C-C(=O)-O-[C:2]_10_00_00,[C:1]-[C:2]>>Br-[C:1].C-[Si](-C)(-C)-[C:2]_00_00_00,[c:1]1:[c:2]:[n:3]:[c:4]:[s:5]:1>>Br-[C:1]-[C:2]=O.[N:3]-[C:4]=[S:5]_10200_00000_00000,,,,,[C:1]>>I-[C:1]_-1_0_0,
[N:1]-[C:2]>>[N:1].C-S(=O)(=O)-O-[C:2]_00_-10_00,[N:1]-[C:2]>>[N:1].C-O-c1:c:c(-c2:n:c:n(/C=C\C(=O)-O-[C:2]):n:2):c:c(-C(-F)(-F)-F):c:1_10_00_00,[c:1]-[C:2]>>Br-[c:1].C-C1-C-C(-C)(-C)-O-B(-[C:2])-O-1_00_00_00,[C:1]-[N:3]-[C:2]=[O:4]>>[C:1]-[C:2]=[N:3]-[O:4]_00-11_0000_0000,,,,,[C:1]-[C:2]>>Cl-[C:1].[C:2]-[Cu]_00_00_00,
[C:1]-[S:3]=[O:2]>>Br-[C:1].[O:2]-[S:3]_010_000_000,[N:1]-[C:2]>>[N:1].Br-[C:2]_10_00_00,[c:1]-[c:2]>>Br-[c:1].Br-[Zn]-[c:2]_00_00_00,[c:1]1:[n:3]:[n:4]:[n:5]:[n:2]:1>>[C:1]#[N:2].C-[Sn](-C)(-C)-[N:3]=[N:4]=[N:5]_00-100_0001-1_00000,,,,,[C:1]-[N:2]>>Cl-[C:1].O=C1-[N:2]-C(=O)-c2:c:c:c:c:c:2-1_0-1_00_00,
[n:1]-[c:2]>>[n:1].Cl-[c:2]_10_00_00,[N:1]-[C:2]>>[N:1].C-C-O-[C:2]_10_00_00,[c:1]-[c:2]>>Cl-[c:1].C-C-C-C-[Sn](-[c:2])(-C-C-C-C)-C-C-C-C_00_00_00,[c:1]:[c:3]:[c:4]:[c:5]:[n:2]>>[c:1].[N:2].O=[C:3]/[C:4]=[C:5]_12001_00000_00000,,,,,[N:1]=[C:2]>>[N:1].O=[C:2]_20_00_00,
[O:1]-[C:2]>>[O:1].C-S(=O)(=O)-O-[C:2]_10_00_00,[c:1]:[n:2]:[c:3]:[c:4]>>C-C-O-[C:1].[N:2]-[C:3]=[C:4]_0100_0000_0000,[C:1]-[c:2]>>Br-[C:1].C-[Sn](-C)(-C)-[c:2]_00_00_00,[c:1]:[c:3]:[c:4]:[c:5]:[n:2]>>[c:1].[N:2].O-[C:3]-[C:4](-O)-[C:5]-O_12101_00000_00000,,,,,[N:1]-[c:2]>>[N:1].Br-[c:2]_10_00_00,
[c:1]:[n:2]:[c:3]:[n:4]>>O=[C:1].[N:2]-[C:3]=[N:4]_0200_0000_0000,[O:1]>>O-C-C(=O)-N1-C-C-C(-C(=O)-[O:1])-C-C-1_-1_0_0,[C:1]-[C:2]-[O:3]>>Cl-[C:1].[C:2]=[O:3]_00-1_000_000,[c:1]:[c:3]:[c:4]:[c:5]:[n:2]>>[c:1].[N:2].O=[C:3]-[C:4]=[C:5]_12001_00000_00000,,,,,[c:1]>>Cl-[c:1]_-1_0_0,
[c:1]:[n:2]:[c:3]:[c:4]>>Cl-[c:1].[N:2]-[C:3]=[C:4]_0100_0000_0000,[Br:1]>>C-C(=O)-[Br:1]_-1_0_0,[c:1]-[C:2]>>Cl-[c:1].I-[C:2]_00_00_00,[c:1]1:[n:2]:[n:3]:[n:4]:[n:5]:1>>[C:1]#[N:2].[N:3]=[N:4]=[N:5]_0000-1_00-11-1_00000,,,,,[O:1]-[S:2]>>[O:1].Cl-[S:2]_10_00_00,
[o:1]:[c:2]>>[O:1].Cl-[c:2]_10_00_00,[n:1]-[S:2]>>[n:1].Cl-[S:2]_10_00_00,[C:1]-[C:2]>>[C:1].C-O-[C:2]_10_00_00,[C:1]1-[C:2]-[O:3]-1>>[C:1]=[C:2].C-C(=O)-O-[O:3]_001_000_000,,,,,[C:1]-[Br:2]>>O-[C:1].Br-C(-Br)(-Br)-[Br:2]_00_00_10,
[C:5]-[C:2](-[O:6])-[C:4](-[C:3])-[N:1]>>[N:1].O=[C:2](-[C:3])-[C:4](-[C:5])-[O:6]_1-10000_000000_000000,[N:1]-[C:2]>>[N:1].C-C-C(=O)-O-[C:2]_10_00_00,[c:1]-[C:2]>>Br-[c:1].C-C1(-C)-O-B(-[C:2])-O-C-1(-C)-C_00_00_00,[C:2]-[N:1]-[C:3]>>[N:1].Cl-[C:2].Cl-[C:3]_200_000_000,,,,,[c:1]-[B:2]>>Cl-[c:1].C-C1(-C)-O-B(-[B:2])-O-C-1(-C)-C_00_00_00,
[O:1]-[C:2]>>[O:1].O-[C:2]_10_00_00,[N:1]-[S:2]>>[N:1].F-[S:2]_10_00_00,[C:1]-[c:2]>>[C:1].F-C(-F)(-F)-S(=O)(=O)-O-[c:2]_10_00_00,[N:4]-[c:3](:[n:1]):[n:2]>>[N:1].[N:2].S=[C:3]=[N:4]_120-1_0000_0000,,,,,[N:1]-[C:2]>>[N:1].Br-[C:2]_00_-10_00,
[N:1]-[C:2]>>[N:1].C-S(=O)(=O)-O-[C:2]_10_00_01,[N:1]-[C:2]>>[N:1].Br-C-C(=O)-O-[C:2]_10_00_00,[C:1]-[C:2]>>[C:1].C-C-O-[C:2]_10_00_00,[C:2]-[N:1]-[C:3]-[C:4]>>[N:1].O-[C:2].[C:3]=[C:4]_200-1_0000_0000,,,,,[N:1]-[C:2]>>[N:1].F-[C:2]_00_-10_00,
[c:1]:[n:2]:[n:3]:[c:4]>>Br-[c:1].[N:2]-[N:3]=[C:4]_0100_0000_0000,[n:1]-[C:2]>>[n:1].C-C(=O)-O-[C:2]_10_00_00,[C:1]=[C:2]>>C=[C:1].C=[C:2]_00_00_00,[c:4]1:[c:3]:[n:1]:[n:2]:[c:5]:1>>[N:1]-[N:2].O=[C:3]-[C:4]-[C:5]=O_21010_00000_00000,,,,,[N:1]-[c:2]>>[N:1].Cl-[c:2]_20_10_00,
[O:1]-[C:2]>>[O:1].Cl-[C:2]_10_00_02,[n:1]:[c:2]>>[N:1].C-O-[C:2]_10_00_00,[C:1]-[C:2]>>O-B(-O)-[C:1].F-C(-F)(-F)-S(=O)(=O)-O-[C:2]_00_00_00,[c:4]1:[n:3]:[c:2]:[c:1]:[s:5]:1>>Br-[C:1]-[C:2]=O.[N:3]-[C:4]=[S:5]_10200_00000_00000,,,,,[N:1]-[C:2]>>[N:1].Cl-[C:2]_10_00_00,
[N:1]-[c:2]>>[N:1].Cl-[c:2]_10_00_00,[O:1]-[C:2]>>[O:1].O-[C:2]_10_00_01,[c:1]-[c:2]>>Br-[c:1].O-B(-O)-[c:2]_00_00_00,[c:4]1:[c:3]:[c:2]:[n:1]:[s:5]:1>>[N:1]-[C:2]=[C:3]-[C:4]=[S:5]_20000_00000_00000,,,,,[N:1]=[C:2]>>[N:1].Cl-[C:2]-Cl_20_00_00,
[n:1]-[C:2]>>[n:1].C-S(=O)(=O)-O-[C:2]_10_00_00,[N:1]-[C:2]>>[N:1].C-C(-C)(-C)-C(=O)-O-[C:2]_10_00_00,[N:1]-[C:3]-[c:2]>>[N:1].[c:2].O=[C:3]_110_000_000,[C:1]1-[C:2]-[O:3]-1>>[C:1]=[C:2].O=S(-[O-])-O-[O:3]_001_000_000,,,,,[O:1]-[S:2]>>[O:1].F-[S:2]_10_00_00,
[O:1]-[C:2]>>[O:1].I-[C:2]_00_-10_00,[c:1]:[n:2]:[n:3]:[c:4]>>C-C-O-[C:1].[N:2]-[N:3]=[C:4]_0100_0000_0000,[C:1]-[C:2]>>[C:1]-[Mg+].C-O-N(-C)-[C:2]_00_00_00,[c:4]1:[c:5]:[c:6]:[n:3]:[c:2]:[n:1]:1>>[N:1]-[C:2]=[N:3].O=[C:4]-[C:5]-[C:6]=O_201010_000000_000000,,,,,[Si:1]>>Cl-[Si:1]_-1_0_0,
[n:1]-[C:2]>>[n:1].Cl-[C:2]_10_00_00,[N:1]-[C:2]-[N:3]>>[N:1].[C:2]=[N:3]_10-1_000_000,[c:1]-[c:2]>>Br-[c:1].C-[Sn](-C)(-C)-[c:2]_00_00_00,[c:4]1:[c:3]:[c:2]:[n:1]:[c:5]:1>>[N:1].O=[C:2]-[C:3]-[C:4]-[C:5]=O_20110_00000_00000,,,,,[N:1]-[C:2]>>[N:1].Cl-[C:2]_20_10_00,
[O:1]-[C:2]>>[O:1].Cl-[C:2]_00_-10_00,[N:1]-[C:2]>>[N:1].Cl-[C:2]_10_00_00,[C:1]-[C:2]>>Cl-[C:1].[C:2]-[Mg+]_00_00_00,[c:5]1:[c:4]:[n:3]:[c:2]:[n:1]:[c:6]:1>>[N:1]-[C:2]=[N:3].O=[C:4]-[C:5]-[C:6]=O_201010_000000_000000,,,,,[c:1]-[B:2]>>I-[c:1].C-C1(-C)-O-B(-[B:2])-O-C-1(-C)-C_00_00_00,
[O:1]-[C:2]>>[O:1].Cl-[C:2]_10_00_00,[n:1]-[C:2]>>[n:1].Br-[C:2]_10_00_00,[c:1]-[c:2]>>I-[c:1].[Zn+]-[c:2]_00_00_00,[C:1]1-[C:3]-[O:2]-1>>[C:1]=[O:2].C-[S+](-C)(=O)-[C:3]_001_000_000,,,,,[C:1]>>F-[C:1]_-1_0_0,
[C:1]-[P:3]=[O:2]>>Cl-[C:1].C-[O:2]-[P:3]_000_000_000,,[c:1]-[C:2]>>[Mg+]-[c:1].C-O-N(-C)-[C:2]_00_00_00,[O:4]-[c:3](:[c:1]):[c:5]:[c:6]:[n:2]>>[c:1].[N:2].C-C-O-[C:3](=[O:4])-[C:5]-[C:6]=O_120-110_000000_000000,,,,,[c:1]>>F-[c:1]_-1_0_0,
[O:1]-[C:2]>>[O:1].C-S(=O)(=O)-O-[C:2]_00_-10_02,,[c:1]-[C:2]>>C-C1(-C)-O-B(-[c:1])-O-C-1(-C)-C.F-C(-F)(-F)-S(=O)(=O)-O-[C:2]_00_00_00,[c:3]1:[c:2]:[n:1]:[c:5]:[c:4]:1>>[N:1].O=[C:2]-[C:3]-[C:4]-[C:5]=O_30110_10000_00000,,,,,[S:1]-[O:2]>>Cl-[S:1]=[O:2]_0-1_00_00,
[N:1]-[C:2]>>[N:1].Br-[C:2]_10_00_02,,[C:1]=[C:2]>>O=[C:1].C-O-P(=O)(-[C:2])-O-C_01_00_00,[n:1]:[c:3]:[n:2]>>[N:1].[N:2].O-[C:3]=O_210_000_000,,,,,[C:1]>>C-C(-C)(-C)-O-C(=O)-[C:1]_-1_0_0,
[N:1]-[c:2]>>[N:1].F-[c:2]_10_00_00,,[c:1]-[c:2]>>Br-[c:1].C-C1(-C)-O-B(-[c:2])-O-C-1(-C)-C_00_00_00,[c:3]1:[c:2]:[c:1]:[n:4]:[c:5]:[n:6]:1>>O=[C:1]-[C:2].C-O-[C:3](-O-C)-N(-C)-C.[N:4]-[C:5]=[N:6]_020201_000000_000000,,,,,[N:1]-[C:2]>>[N:1].I-[C:2]_00_-10_00,
[S:1]-[c:2]>>[S:1].I-[c:2]_10_00_00,,[C:1]-[c:2]>>Br-[C:1].C-C1(-C)-O-B(-[c:2])-O-C-1(-C)-C_00_00_00,[C:2]1-[C:1]-[O:3]-1>>C-[S+](-C)-[C:1].[C:2]=[O:3]_100_000_000,,,,,[N:1]-[C:2]>>[N:1].C-C(-C)(-C)-O-[C:2]_10_00_00,
[N:1]=[C:2]>>[N:1].O=[C:2]_20_00_00,,[C:1]-[c:2]>>Cl-[C:1].[Zn+]-[c:2]_00_00_00,[c:5]1:[n:6]:[c:3]:[c:2]:[c:1]:[n:4]:1>>O=[C:1]-[C:2].C-O-[C:3](-O-C)-N(-C)-C.[N:4]-[C:5]=[N:6]_020201_000000_000000,,,,,[c:1]-[Br:2]>>N-[c:1].Br-C(-Br)-[Br:2]_00_00_00,
[N:1]-[c:2]>>[N:1].Br-[c:2]_10_00_00,,[C:1]-[c:2]>>F-C(-F)(-F)-S(=O)(=O)-O-[C:1].C-C-C-C-[Sn](-[c:2])(-C-C-C-C)-C-C-C-C_00_00_00,[c:1]1:[c:2]:[n:3]:[n:4]:[n:5]:1>>[C:1]#[C:2].[N:3]=[N:4]=[N:5]_00000_0001-1_00000,,,,,[N:1]-[C:2]>>[N:1].C-O-[C:2]_10_00_00,
[n:1]-[C:2]>>[n:1].Cl-[C:2]_10_00_01,,[C:1]1-[C:2]-[C:3]-1>>[C:1]=[C:2].C-[S+](-C)(=O)-[C:3]_001_000_000,[C:3]1-[C:1]-[O:2]-1>>[C:1]=[O:2].C-[S+](-C)(=O)-[C:3]_001_000_000,,,,,[C:1]#[N:2]>>O=[C:1]-[N:2]_11_1-1_00,
[O:1]-[c:2]>>[O:1].O-B(-O)-[c:2]_10_00_00,,[C:1]-[c:2]>>I-[C:1].I-[c:2]_00_00_00,[C:2]-[N:1]-[C:3]>>[N:1].[C:2]-O-[C:3]_200_000_000,,,,,[N:1]-[c:2]>>[N:1].F-[c:2]_20_10_00,
[N:1]-[C:2]>>[N:1].C-S(=O)(=O)-O-[C:2]_00_-10_02,,[c:1]:[c:2]:[c:3]>>Br-[c:1].[C:2]=[C:3]_010_000_000,[c:2]:[n:4]:[c:3]:[n:1]>>[N:1].C-O-[C:2].O=[C:3]-[N:4]_2001_0000_0000,,,,,[C:1]-[C:2]>>[C:1].C-S(=O)(=O)-O-[C:2]_00_-10_00,
[N:1]-[C:2]>>[N:1].C-S(=O)(=O)-O-[C:2]_10_00_00,,[c:1]-[C:2]-[O:3]>>[Mg+]-[c:1].[C:2]=[O:3]_00-1_000_000,[O:6]-[c:4](:[n:5]):[c:3]:[c:2]:[c:1]>>[c:1].O=[C:2]-[C:3]-[C:4](-[N:5])=[O:6]_10101-1_000000_000000,,,,,[c:1]-[C:2]>>Cl-[c:1].[C:2]-[Cu]_00_00_00,
[N:1]-[c:2]>>[N:1].O-[c:2]_10_00_00,,[c:1]-[C:2]>>Cl-[c:1].C-C1(-C)-O-B(-[C:2])-O-C-1(-C)-C_00_00_00,[n:1]:[c:3]:[n:2]>>[N:1].[N:2].[C:3](-n1:c:c:n:c:1)-n1:c:c:n:c:1_110_000_000,,,,,[O:1]-[C:3]-[C:4]-[O:2]>>[O:1].[O:2].O-[C:3]-[C:4]-O_1100_0000_0000,
[N:1]-[C:7]1-[C:8]-[C:13]-[C:11]2(-[O:6])-[C:2]3-[C:3]-[c:9]:[c:10]-[C:5]-2(-[C:4]-[C:14]-[N:15]-3)-[C:12]-1>>[N:1].O=[C:2]1-[C:3]-[C:4]-[C:5]2(-[O:6])-[C:7]3-[C:8]-[c:9]:[c:10]-[C:11]-2(-[C:12]-1)-[C:13]-[C:14]-[N:15]-3_1-10000000000000_000000000000000_000000100010000,,[c:1]-[C:2]>>O-B(-O)-[c:1].F-C(-F)(-F)-S(=O)(=O)-O-[C:2]_00_00_00,[c:1]1:[n:3]:[n:4]:[n:5]:[n:2]:1>>[C:1]#[N:2].C-[Si](-C)(-C)-[N:3]=[N:4]=[N:5]_00-100_0001-1_00000,,,,,[C:1]=[C:2]>>Br-[C:1]-Br.O=[C:2]_00_00_00,
[N:1]-[c:2]>>[N:1].O-B(-O)-[c:2]_10_00_00,,[c:1]-[C:2]-[O:3]>>Br-[c:1].[C:2]=[O:3]_00-1_000_000,[c:2]1:[c:3]:[c:4]:[c:5]:[n:1]:1>>[N:1].O=[C:2]-[C:3]-[C:4]-[C:5]=O_20110_00000_00000,,,,,[B:1]-[C:2]>>C-C1(-C)-O-B(-[B:1])-O-C-1(-C)-C.F-C(-F)(-F)-S(=O)(=O)-O-[C:2]_00_00_00,
[N:1]-[C:2]>>[N:1].Br-[C:2]_00_-10_00,,[c:1]-[c:2]>>Br-[c:1].C-N1-C-C(=O)-O-B(-[c:2])-O-C(=O)-C-1_00_00_00,[c:1]1:[n:3]:[n:4]:[n:5]:[n:2]:1>>[C:1]#[N:2].C-C-C-C-[Sn](-C-C-C-C)(-C-C-C-C)-[N:3]=[N:4]=[N:5]_00-100_0001-1_00000,,,,,[C:1]>>O-[C:1]_-1_0_2,
[n:1]-[C:2]>>[n:1].Br-[C:2]_00_-10_00,,[c:1]-[C:2]>>I-[c:1].C-[Si](-C)(-C)-[C:2]_00_00_00,[c:4]1:[n:5]:[c:1]:[c:2]:[n:3]:1>>Br-[C:1]-[C:2]=O.[N:3]-[C:4]=[N:5]_10200_00000_00000,,,,,[C:1]>>C-C-O-C(=O)-[C:1]_-1_0_0,
